FUNCTION INDEX
======================================================================
RVA        VA                 Size     Type            Name
0x7E9D0    0x14007E9D0        194      Hex-Rays C      sub_14007E9D0
0x7EA94    0x14007EA94        231      Hex-Rays C      sub_14007EA94
0x7EB7C    0x14007EB7C        219      Hex-Rays C      sub_14007EB7C
0x7EC58    0x14007EC58        196      Hex-Rays C      sub_14007EC58
0x7ED1C    0x14007ED1C        5        Hex-Rays C      sub_14007ED1C
0x7EE84    0x14007EE84        5        Hex-Rays C      sub_14007EE84
0x7EFF8    0x14007EFF8        1070     Annotated ASM   sub_14007EFF8
0x7F428    0x14007F428        385      Annotated ASM   sub_14007F428
0x7F5AC    0x14007F5AC        5        Hex-Rays C      sub_14007F5AC
0x7F5BB    0x14007F5BB        1        Hex-Rays C      nullsub_12
0x7FFCC    0x14007FFCC        5        Hex-Rays C      sub_14007FFCC
0x80A48    0x140080A48        5        Hex-Rays C      sub_140080A48
0x80DF0    0x140080DF0        122      Hex-Rays C      sub_140080DF0
0x80E6C    0x140080E6C        5        Hex-Rays C      sub_140080E6C
0x810B8    0x1400810B8        84       Hex-Rays C      sub_1400810B8
0x8110C    0x14008110C        141      Hex-Rays C      sub_14008110C
0x811B0    0x1400811B0        1        Hex-Rays C      nullsub_13
0x8120C    0x14008120C        11       Hex-Rays C      unknown_libname_1
0x81218    0x140081218        5        Hex-Rays C      sub_140081218
0x8156C    0x14008156C        67       Hex-Rays C      sub_14008156C
0x815B0    0x1400815B0        5        Hex-Rays C      sub_1400815B0
0x81750    0x140081750        95       Hex-Rays C      sub_140081750
0x817B0    0x1400817B0        135      Hex-Rays C      sub_1400817B0
0x81838    0x140081838        5        Hex-Rays C      sub_140081838
0x82D1C    0x140082D1C        173      Hex-Rays C      sub_140082D1C
0x82DCC    0x140082DCC        76       Hex-Rays C      sub_140082DCC
0x82E18    0x140082E18        265      Hex-Rays C      sub_140082E18
0x82F24    0x140082F24        5        Hex-Rays C      sub_140082F24
0x835BC    0x1400835BC        298      Hex-Rays C      sub_1400835BC
0x83B14    0x140083B14        125      Hex-Rays C      sub_140083B14
0x83B94    0x140083B94        5        Hex-Rays C      sub_140083B94
0x83FEC    0x140083FEC        663      Annotated ASM   sub_140083FEC
0x84284    0x140084284        75       Hex-Rays C      sub_140084284
0x842D0    0x1400842D0        5        Hex-Rays C      sub_1400842D0
0x84AD8    0x140084AD8        5        Hex-Rays C      sub_140084AD8
0x84D28    0x140084D28        5        Hex-Rays C      sub_140084D28
0x853C4    0x1400853C4        32       Hex-Rays C      sub_1400853C4
0x85A50    0x140085A50        150      Hex-Rays C      sub_140085A50
0x85D28    0x140085D28        224      Hex-Rays C      sub_140085D28
0x85E08    0x140085E08        5        Hex-Rays C      sub_140085E08
0x85F28    0x140085F28        5        Hex-Rays C      sub_140085F28
0x86168    0x140086168        6        Hex-Rays C      BCryptOpenAlgorithmProvider
0x86174    0x140086174        6        Hex-Rays C      BCryptCloseAlgorithmProvider
0x8617A    0x14008617A        6        Hex-Rays C      BCryptImportKeyPair
0x86186    0x140086186        6        Hex-Rays C      BCryptCreateHash
0x8618C    0x14008618C        6        Hex-Rays C      BCryptHashData
0x86192    0x140086192        6        Hex-Rays C      BCryptFinishHash
0x86198    0x140086198        6        Hex-Rays C      BCryptDestroyHash
0x86212    0x140086212        6        Hex-Rays C      __C_specific_handler
0x86218    0x140086218        30       Hex-Rays C      __GSHandlerCheck
0x86298    0x140086298        134      Hex-Rays C      __GSHandlerCheck_SEH
0x86320    0x140086320        6        Hex-Rays C      strcmp
0x86336    0x140086336        6        Hex-Rays C      wcscat_s
0x8633C    0x14008633C        6        Hex-Rays C      wcscpy_s
0x86342    0x140086342        6        Hex-Rays C      wcslen
0x86348    0x140086348        6        Hex-Rays C      strncpy_s
0x8634E    0x14008634E        6        Hex-Rays C      swprintf_s
0x86354    0x140086354        6        Hex-Rays C      vswprintf_s
0x86360    0x140086360        6        Hex-Rays C      strchr
0x86366    0x140086366        6        Hex-Rays C      _snprintf_s
0x8636C    0x14008636C        6        Hex-Rays C      strnlen
0x86374    0x140086374        181      Hex-Rays C      sub_140086374
0x8642C    0x14008642C        7        Hex-Rays C      __report_gsfailure
0x86434    0x140086434        32       Hex-Rays C      sub_140086434
0x86454    0x140086454        5        Hex-Rays C      sub_140086454
0x86A0C    0x140086A0C        5        Hex-Rays C      sub_140086A0C
0x8950C    0x14008950C        5        Hex-Rays C      sub_14008950C
0x89511    0x140089511        1        Hex-Rays C      nullsub_14
0x897F0    0x1400897F0        5        Hex-Rays C      sub_1400897F0
0x89A90    0x140089A90        5        Hex-Rays C      sub_140089A90
0x8A624    0x14008A624        5        Hex-Rays C      sub_14008A624
0x8AC68    0x14008AC68        5        Hex-Rays C      sub_14008AC68
0x8B4FC    0x14008B4FC        5        Hex-Rays C      sub_14008B4FC
0x8BC08    0x14008BC08        41       Hex-Rays C      sub_14008BC08
0x8BC34    0x14008BC34        5        Hex-Rays C      sub_14008BC34
0x8C130    0x14008C130        5        Hex-Rays C      sub_14008C130
0x8CF9C    0x14008CF9C        8        Hex-Rays C      sub_14008CF9C
0x8CFA4    0x14008CFA4        231      Hex-Rays C      sub_14008CFA4
0x8D08C    0x14008D08C        3302     Hex-Rays C      sub_14008D08C
0x8DD74    0x14008DD74        845      Hex-Rays C      sub_14008DD74
0x8E188    0x14008E188        5        Hex-Rays C      sub_14008E188
0x8EEC4    0x14008EEC4        18394    Hex-Rays C      sub_14008EEC4
0x936A0    0x1400936A0        5        Hex-Rays C      sub_1400936A0
0x936F4    0x1400936F4        7        Hex-Rays C      sub_1400936F4
0x936FC    0x1400936FC        5        Hex-Rays C      sub_1400936FC
0x9370C    0x14009370C        1        Hex-Rays C      nullsub_15
0x937CC    0x1400937CC        5        Hex-Rays C      sub_1400937CC
0x947E4    0x1400947E4        1222     Hex-Rays C      sub_1400947E4
0x94CAC    0x140094CAC        5        Hex-Rays C      sub_140094CAC
0x95D4E    0x140095D4E        6        Hex-Rays C      IoInitializeWorkItem
0x95D70    0x140095D70        80       Annotated ASM   sub_140095D70
0x95DC0    0x140095DC0        31       Hex-Rays C      __security_check_cookie
0x95E40    0x140095E40        682      Hex-Rays C      sub_140095E40
0x96100    0x140096100        263      Hex-Rays C      sub_140096100
0x962C0    0x1400962C0        38       Hex-Rays C      sub_1400962C0
0x96300    0x140096300        199      Hex-Rays C      sub_140096300
0x97000    0x140097000        126      Hex-Rays C      sub_140097000
0xC8CE0    0x1400C8CE0        91       Hex-Rays C      sub_1400C8CE0
0xC8E02    0x1400C8E02        7        Hex-Rays C      sub_1400C8E02
0xCAA86    0x1400CAA86        2        Hex-Rays C      nullsub_8
0xCBEEA    0x1400CBEEA        1        Hex-Rays C      nullsub_9
0xCBFD7    0x1400CBFD7        117      Hex-Rays C      sub_1400CBFD7
0xD0FB0    0x1400D0FB0        18       Hex-Rays C      sub_1400D0FB0
0xD151A    0x1400D151A        43       Hex-Rays C      sub_1400D151A
0xD2486    0x1400D2486        7        Hex-Rays C      sub_1400D2486
0xD6A64    0x1400D6A64        25       Hex-Rays C      sub_1400D6A64
0xD83DD    0x1400D83DD        1        Hex-Rays C      nullsub_2
0xD9EC3    0x1400D9EC3        4        Hex-Rays C      sub_1400D9EC3
0xDA208    0x1400DA208        7        Hex-Rays C      sub_1400DA208
0xDD2C8    0x1400DD2C8        1        Hex-Rays C      nullsub_3
0xE0186    0x1400E0186        1        Hex-Rays C      nullsub_16
0xE1A60    0x1400E1A60        1        Hex-Rays C      nullsub_17
0xE305D    0x1400E305D        1        Hex-Rays C      nullsub_18
0xE7762    0x1400E7762        3        Hex-Rays C      sub_1400E7762
0xEC4D5    0x1400EC4D5        1        Hex-Rays C      nullsub_19
0xEEE98    0x1400EEE98        4        Hex-Rays C      nullsub_4
0xEFDF3    0x1400EFDF3        5        Hex-Rays C      sub_1400EFDF3
0xF0866    0x1400F0866        1        Hex-Rays C      nullsub_5
0xF0AB5    0x1400F0AB5        4        Hex-Rays C      nullsub_6
0xF2570    0x1400F2570        1        Hex-Rays C      nullsub_20
0xF7D88    0x1400F7D88        1        Hex-Rays C      nullsub_21
0xF8EE8    0x1400F8EE8        1        Hex-Rays C      nullsub_22
0xFF3A4    0x1400FF3A4        5        Hex-Rays C      sub_1400FF3A4
0x1021CB   0x1401021CB        6        Hex-Rays C      sub_1401021CB
0x103B47   0x140103B47        7        Hex-Rays C      sub_140103B47
0x104408   0x140104408        11       Hex-Rays C      sub_140104408
0x104626   0x140104626        7        Hex-Rays C      sub_140104626
0x104E58   0x140104E58        1        Hex-Rays C      nullsub_23
0x105D06   0x140105D06        1        Hex-Rays C      nullsub_7
0x1063B4   0x1401063B4        204      Hex-Rays C      sub_1401063B4
0x10664A   0x14010664A        8        Hex-Rays C      sub_14010664A
0x107266   0x140107266        25       Hex-Rays C      sub_140107266
0x115000   0x140115000        20       Hex-Rays C      sub_140115000
0x115014   0x140115014        113      Hex-Rays C      sub_140115014
0x115085   0x140115085        17       Hex-Rays C      sub_140115085
0x115096   0x140115096        20       Hex-Rays C      sub_140115096
0x1150AA   0x1401150AA        195      Hex-Rays C      sub_1401150AA
0x1152C1   0x1401152C1        1        Hex-Rays C      nullsub_24
0x1153B8   0x1401153B8        17       Hex-Rays C      sub_1401153B8
0x1153C9   0x1401153C9        280      Hex-Rays C      sub_1401153C9
0x1154E1   0x1401154E1        16       Hex-Rays C      sub_1401154E1
0x1154F1   0x1401154F1        20       Hex-Rays C      sub_1401154F1
0x115505   0x140115505        8        Hex-Rays C      sub_140115505
0x11550D   0x14011550D        176      Hex-Rays C      sub_14011550D
0x1155BD   0x1401155BD        20       Hex-Rays C      sub_1401155BD
0x1155D1   0x1401155D1        24       Hex-Rays C      sub_1401155D1
0x1155E9   0x1401155E9        20       Hex-Rays C      sub_1401155E9
0x1155FD   0x1401155FD        17       Hex-Rays C      sub_1401155FD
0x11560E   0x14011560E        20       Hex-Rays C      sub_14011560E
0x115622   0x140115622        56       Hex-Rays C      sub_140115622
0x11565A   0x14011565A        173      Hex-Rays C      sub_14011565A
0x115707   0x140115707        254      Hex-Rays C      sub_140115707
0x115805   0x140115805        8        Hex-Rays C      sub_140115805
0x11580D   0x14011580D        180      Hex-Rays C      sub_14011580D
0x1158C1   0x1401158C1        153      Hex-Rays C      sub_1401158C1
0x11595A   0x14011595A        20       Hex-Rays C      sub_14011595A
0x11596E   0x14011596E        189      Hex-Rays C      sub_14011596E
0x115A2B   0x140115A2B        254      Hex-Rays C      sub_140115A2B
0x115B29   0x140115B29        153      Hex-Rays C      sub_140115B29
0x115BC2   0x140115BC2        172      Hex-Rays C      sub_140115BC2
0x115F82   0x140115F82        1        Hex-Rays C      nullsub_25
0x116008   0x140116008        186      Hex-Rays C      sub_140116008
0x1160C2   0x1401160C2        17       Hex-Rays C      sub_1401160C2
0x1160D3   0x1401160D3        260      Hex-Rays C      sub_1401160D3
0x1161D7   0x1401161D7        121      Hex-Rays C      sub_1401161D7
0x116250   0x140116250        186      Hex-Rays C      sub_140116250
0x11630A   0x14011630A        20       Hex-Rays C      sub_14011630A
0x11631E   0x14011631E        20       Hex-Rays C      sub_14011631E
0x116332   0x140116332        150      Hex-Rays C      sub_140116332
0x1163C8   0x1401163C8        121      Hex-Rays C      sub_1401163C8
0x116441   0x140116441        183      Hex-Rays C      sub_140116441
0x1164F8   0x1401164F8        183      Hex-Rays C      sub_1401164F8
0x1165AF   0x1401165AF        18       Hex-Rays C      sub_1401165AF
0x1165DF   0x1401165DF        177      Hex-Rays C      sub_1401165DF
0x116690   0x140116690        124      Hex-Rays C      sub_140116690
0x11670C   0x14011670C        189      Hex-Rays C      sub_14011670C
0x116C38   0x140116C38        150      Hex-Rays C      sub_140116C38
0x116CCE   0x140116CCE        18       Hex-Rays C      sub_140116CCE
0x116CE0   0x140116CE0        136      Hex-Rays C      sub_140116CE0
0x117234   0x140117234        1        Hex-Rays C      nullsub_48
0x117315   0x140117315        18       Hex-Rays C      sub_140117315
0x117327   0x140117327        280      Hex-Rays C      sub_140117327
0x11743F   0x14011743F        186      Hex-Rays C      sub_14011743F
0x1174F9   0x1401174F9        173      Hex-Rays C      sub_1401174F9
0x1175A6   0x1401175A6        189      Hex-Rays C      sub_1401175A6
0x117663   0x140117663        17       Hex-Rays C      sub_140117663
0x117674   0x140117674        20       Hex-Rays C      sub_140117674
0x117688   0x140117688        277      Hex-Rays C      sub_140117688
0x11779D   0x14011779D        277      Hex-Rays C      sub_14011779D
0x1178B2   0x1401178B2        52       Hex-Rays C      sub_1401178B2
0x1178E6   0x1401178E6        12       Hex-Rays C      sub_1401178E6
0x1178F2   0x1401178F2        119      Hex-Rays C      sub_1401178F2
0x117969   0x140117969        186      Hex-Rays C      sub_140117969
0x117A23   0x140117A23        332      Hex-Rays C      sub_140117A23
0x117B6F   0x140117B6F        18       Hex-Rays C      sub_140117B6F
0x117B81   0x140117B81        14       Hex-Rays C      sub_140117B81
0x117B8F   0x140117B8F        20       Hex-Rays C      sub_140117B8F
0x117BA3   0x140117BA3        39       Hex-Rays C      sub_140117BA3
0x117BCA   0x140117BCA        151      Hex-Rays C      sub_140117BCA
0x117C68   0x140117C68        16       Hex-Rays C      sub_140117C68
0x117C78   0x140117C78        43       Hex-Rays C      sub_140117C78
0x117CA3   0x140117CA3        16       Hex-Rays C      sub_140117CA3
0x117D00   0x140117D00        25       Hex-Rays C      sub_140117D00
0x117D19   0x140117D19        16       Hex-Rays C      sub_140117D19
0x117D29   0x140117D29        11       Hex-Rays C      sub_140117D29
0x117D34   0x140117D34        16       Hex-Rays C      sub_140117D34
0x117D44   0x140117D44        16       Hex-Rays C      sub_140117D44
0x117D54   0x140117D54        63       Hex-Rays C      sub_140117D54
0x117DAC   0x140117DAC        16       Hex-Rays C      sub_140117DAC
0x117EB1   0x140117EB1        11       Hex-Rays C      sub_140117EB1
0x117EE4   0x140117EE4        11       Hex-Rays C      sub_140117EE4
0x117F15   0x140117F15        39       Hex-Rays C      sub_140117F15
0x117F3C   0x140117F3C        12       Hex-Rays C      sub_140117F3C
0x117FBC   0x140117FBC        9        Hex-Rays C      sub_140117FBC
0x118024   0x140118024        5        Hex-Rays C      sub_140118024
0x118029   0x140118029        7        Hex-Rays C      sub_140118029
0x118034   0x140118034        124      Annotated ASM   sub_140118034
0x118138   0x140118138        6        Hex-Rays C      sub_140118138
0x118168   0x140118168        23       Hex-Rays C      sub_140118168
0x11817F   0x14011817F        87       Annotated ASM   sub_14011817F
0x1181D6   0x1401181D6        1        Hex-Rays C      nullsub_114
0x118294   0x140118294        121      Hex-Rays C      sub_140118294
0x11830D   0x14011830D        186      Hex-Rays C      sub_14011830D
0x1183C7   0x1401183C7        24       Hex-Rays C      sub_1401183C7
0x1183DF   0x1401183DF        124      Hex-Rays C      sub_1401183DF
0x11845B   0x14011845B        251      Hex-Rays C      sub_14011845B
0x118556   0x140118556        180      Hex-Rays C      sub_140118556
0x11860A   0x14011860A        150      Hex-Rays C      sub_14011860A
0x1186A0   0x1401186A0        180      Hex-Rays C      sub_1401186A0
0x118754   0x140118754        183      Hex-Rays C      sub_140118754
0x11880B   0x14011880B        20       Hex-Rays C      sub_14011880B
0x11881F   0x14011881F        173      Hex-Rays C      sub_14011881F
